日期,節氣,年柱,年屬性,月柱,月屬性,日柱,日屬性,年星,年星五行,月星,月星五行,日星,日星五行
2026-04-05,清明,丙午,陽火陽火,庚辰,陽金陽土,己酉,陰土陰金,一白,水,六白,金,七赤,金
2026-04-06,,丙午,陽火陽火,庚辰,陽金陽土,庚戌,陽金陽土,一白,水,六白,金,八白,土
2026-04-07,,丙午,陽火陽火,庚辰,陽金陽土,辛亥,陰金陰水,一白,水,六白,金,九紫,火
2026-04-08,,丙午,陽火陽火,庚辰,陽金陽土,壬子,陽水陽水,一白,水,六白,金,一白,水
2026-04-09,,丙午,陽火陽火,庚辰,陽金陽土,癸丑,陰水陰土,一白,水,六白,金,二黑,土
2026-04-10,,丙午,陽火陽火,庚辰,陽金陽土,甲寅,陽木陽木,一白,水,六白,金,三碧,木
2026-04-11,,丙午,陽火陽火,庚辰,陽金陽土,乙卯,陰木陰木,一白,水,六白,金,四綠,木
2026-04-12,,丙午,陽火陽火,庚辰,陽金陽土,丙辰,陽火陽土,一白,水,六白,金,五黃,土
2026-04-13,,丙午,陽火陽火,庚辰,陽金陽土,丁巳,陰火陰火,一白,水,六白,金,六白,金
2026-04-14,,丙午,陽火陽火,庚辰,陽金陽土,戊午,陽土陽火,一白,水,六白,金,七赤,金
2026-04-15,,丙午,陽火陽火,庚辰,陽金陽土,己未,陰土陰土,一白,水,六白,金,八白,土
2026-04-16,,丙午,陽火陽火,庚辰,陽金陽土,庚申,陽金陽金,一白,水,六白,金,九紫,火
2026-04-17,,丙午,陽火陽火,庚辰,陽金陽土,辛酉,陰金陰金,一白,水,六白,金,一白,水
2026-04-18,,丙午,陽火陽火,庚辰,陽金陽土,壬戌,陽水陽土,一白,水,六白,金,二黑,土
2026-04-19,,丙午,陽火陽火,庚辰,陽金陽土,癸亥,陰水陰水,一白,水,六白,金,三碧,木
2026-04-20,,丙午,陽火陽火,庚辰,陽金陽土,甲子,陽木陽水,一白,水,六白,金,四綠,木
2026-04-21,穀雨,丙午,陽火陽火,庚辰,陽金陽土,乙丑,陰木陰土,一白,水,六白,金,五黃,土
2026-04-22,,丙午,陽火陽火,庚辰,陽金陽土,丙寅,陽火陽木,一白,水,六白,金,六白,金
2026-04-23,,丙午,陽火陽火,庚辰,陽金陽土,丁卯,陰火陰木,一白,水,六白,金,七赤,金
2026-04-24,,丙午,陽火陽火,庚辰,陽金陽土,戊辰,陽土陽土,一白,水,六白,金,八白,土
2026-04-25,,丙午,陽火陽火,庚辰,陽金陽土,己巳,陰土陰火,一白,水,六白,金,九紫,火
2026-04-26,,丙午,陽火陽火,庚辰,陽金陽土,庚午,陽金陽火,一白,水,六白,金,一白,水
2026-04-27,,丙午,陽火陽火,庚辰,陽金陽土,辛未,陰金陰土,一白,水,六白,金,二黑,土
2026-04-28,,丙午,陽火陽火,庚辰,陽金陽土,壬申,陽水陽金,一白,水,六白,金,三碧,木
2026-04-29,,丙午,陽火陽火,庚辰,陽金陽土,癸酉,陰水陰金,一白,水,六白,金,四綠,木
2026-04-30,,丙午,陽火陽火,庚辰,陽金陽土,甲戌,陽木陽土,一白,水,六白,金,五黃,土
2026-05-01,,丙午,陽火陽火,庚辰,陽金陽土,乙亥,陰木陰水,一白,水,六白,金,六白,金
2026-05-02,,丙午,陽火陽火,庚辰,陽金陽土,丙子,陽火陽水,一白,水,六白,金,七赤,金
2026-05-03,,丙午,陽火陽火,庚辰,陽金陽土,丁丑,陰火陰土,一白,水,六白,金,八白,土
2026-05-04,,丙午,陽火陽火,庚辰,陽金陽土,戊寅,陽土陽木,一白,水,六白,金,九紫,火
2026-05-05,,丙午,陽火陽火,庚辰,陽金陽土,己卯,陰土陰木,一白,水,六白,金,一白,水
2026-05-06,立夏,丙午,陽火陽火,辛巳,陰金陰火,庚辰,陽金陽土,一白,水,五黃,土,二黑,土
2026-05-07,,丙午,陽火陽火,辛巳,陰金陰火,辛巳,陰金陰火,一白,水,五黃,土,三碧,木
2026-05-08,,丙午,陽火陽火,辛巳,陰金陰火,壬午,陽水陽火,一白,水,五黃,土,四綠,木
2026-05-09,,丙午,陽火陽火,辛巳,陰金陰火,癸未,陰水陰土,一白,水,五黃,土,五黃,土
2026-05-10,,丙午,陽火陽火,辛巳,陰金陰火,甲申,陽木陽金,一白,水,五黃,土,六白,金
2026-05-11,,丙午,陽火陽火,辛巳,陰金陰火,乙酉,陰木陰金,一白,水,五黃,土,七赤,金
2026-05-12,,丙午,陽火陽火,辛巳,陰金陰火,丙戌,陽火陽土,一白,水,五黃,土,八白,土
2026-05-13,,丙午,陽火陽火,辛巳,陰金陰火,丁亥,陰火陰水,一白,水,五黃,土,九紫,火
2026-05-14,,丙午,陽火陽火,辛巳,陰金陰火,戊子,陽土陽水,一白,水,五黃,土,一白,水
2026-05-15,,丙午,陽火陽火,辛巳,陰金陰火,己丑,陰土陰土,一白,水,五黃,土,二黑,土
2026-05-16,,丙午,陽火陽火,辛巳,陰金陰火,庚寅,陽金陽木,一白,水,五黃,土,三碧,木
2026-05-17,,丙午,陽火陽火,辛巳,陰金陰火,辛卯,陰金陰木,一白,水,五黃,土,四綠,木
2026-05-18,,丙午,陽火陽火,辛巳,陰金陰火,壬辰,陽水陽土,一白,水,五黃,土,五黃,土
2026-05-19,,丙午,陽火陽火,辛巳,陰金陰火,癸巳,陰水陰火,一白,水,五黃,土,六白,金
2026-05-20,,丙午,陽火陽火,辛巳,陰金陰火,甲午,陽木陽火,一白,水,五黃,土,七赤,金
2026-05-21,,丙午,陽火陽火,辛巳,陰金陰火,乙未,陰木陰土,一白,水,五黃,土,八白,土
2026-05-22,小滿,丙午,陽火陽火,辛巳,陰金陰火,丙申,陽火陽金,一白,水,五黃,土,九紫,火
2026-05-23,,丙午,陽火陽火,辛巳,陰金陰火,丁酉,陰火陰金,一白,水,五黃,土,一白,水
2026-05-24,,丙午,陽火陽火,辛巳,陰金陰火,戊戌,陽土陽土,一白,水,五黃,土,二黑,土
2026-05-25,,丙午,陽火陽火,辛巳,陰金陰火,己亥,陰土陰水,一白,水,五黃,土,三碧,木
2026-05-26,,丙午,陽火陽火,辛巳,陰金陰火,庚子,陽金陽水,一白,水,五黃,土,四綠,木
2026-05-27,,丙午,陽火陽火,辛巳,陰金陰火,辛丑,陰金陰土,一白,水,五黃,土,五黃,土
2026-05-28,,丙午,陽火陽火,辛巳,陰金陰火,壬寅,陽水陽木,一白,水,五黃,土,六白,金
2026-05-29,,丙午,陽火陽火,辛巳,陰金陰火,癸卯,陰水陰木,一白,水,五黃,土,七赤,金
2026-05-30,,丙午,陽火陽火,辛巳,陰金陰火,甲辰,陽木陽土,一白,水,五黃,土,八白,土
2026-05-31,,丙午,陽火陽火,辛巳,陰金陰火,乙巳,陰木陰火,一白,水,五黃,土,九紫,火
2026-06-01,,丙午,陽火陽火,辛巳,陰金陰火,丙午,陽火陽火,一白,水,五黃,土,一白,水
2026-06-02,,丙午,陽火陽火,辛巳,陰金陰火,丁未,陰火陰土,一白,水,五黃,土,二黑,土
2026-06-03,,丙午,陽火陽火,辛巳,陰金陰火,戊申,陽土陽金,一白,水,五黃,土,三碧,木
2026-06-04,,丙午,陽火陽火,辛巳,陰金陰火,己酉,陰土陰金,一白,水,五黃,土,四綠,木
2026-06-05,,丙午,陽火陽火,辛巳,陰金陰火,庚戌,陽金陽土,一白,水,五黃,土,五黃,土
2026-06-06,芒種,丙午,陽火陽火,壬午,陽水陽火,辛亥,陰金陰水,一白,水,四綠,木,六白,金
2026-06-07,,丙午,陽火陽火,壬午,陽水陽火,壬子,陽水陽水,一白,水,四綠,木,七赤,金
2026-06-08,,丙午,陽火陽火,壬午,陽水陽火,癸丑,陰水陰土,一白,水,四綠,木,八白,土
2026-06-09,,丙午,陽火陽火,壬午,陽水陽火,甲寅,陽木陽木,一白,水,四綠,木,九紫,火
2026-06-10,,丙午,陽火陽火,壬午,陽水陽火,乙卯,陰木陰木,一白,水,四綠,木,一白,水
2026-06-11,,丙午,陽火陽火,壬午,陽水陽火,丙辰,陽火陽土,一白,水,四綠,木,二黑,土
2026-06-12,,丙午,陽火陽火,壬午,陽水陽火,丁巳,陰火陰火,一白,水,四綠,木,三碧,木
2026-06-13,,丙午,陽火陽火,壬午,陽水陽火,戊午,陽土陽火,一白,水,四綠,木,四綠,木
2026-06-14,,丙午,陽火陽火,壬午,陽水陽火,己未,陰土陰土,一白,水,四綠,木,五黃,土
2026-06-15,,丙午,陽火陽火,壬午,陽水陽火,庚申,陽金陽金,一白,水,四綠,木,六白,金
2026-06-16,,丙午,陽火陽火,壬午,陽水陽火,辛酉,陰金陰金,一白,水,四綠,木,七赤,金
2026-06-17,,丙午,陽火陽火,壬午,陽水陽火,壬戌,陽水陽土,一白,水,四綠,木,八白,土
2026-06-18,,丙午,陽火陽火,壬午,陽水陽火,癸亥,陰水陰水,一白,水,四綠,木,九紫,火
2026-06-19,,丙午,陽火陽火,壬午,陽水陽火,甲子,陽木陽水,一白,水,四綠,木,一白,水
2026-06-20,,丙午,陽火陽火,壬午,陽水陽火,乙丑,陰木陰土,一白,水,四綠,木,二黑,土
2026-06-21,,丙午,陽火陽火,壬午,陽水陽火,丙寅,陽火陽木,一白,水,四綠,木,三碧,木
2026-06-22,夏至,丙午,陽火陽火,壬午,陽水陽火,丁卯,陰火陰木,一白,水,四綠,木,六白,金
2026-06-23,,丙午,陽火陽火,壬午,陽水陽火,戊辰,陽土陽土,一白,水,四綠,木,五黃,土
2026-06-24,,丙午,陽火陽火,壬午,陽水陽火,己巳,陰土陰火,一白,水,四綠,木,四綠,木
2026-06-25,,丙午,陽火陽火,壬午,陽水陽火,庚午,陽金陽火,一白,水,四綠,木,三碧,木
2026-06-26,,丙午,陽火陽火,壬午,陽水陽火,辛未,陰金陰土,一白,水,四綠,木,二黑,土
2026-06-27,,丙午,陽火陽火,壬午,陽水陽火,壬申,陽水陽金,一白,水,四綠,木,一白,水
2026-06-28,,丙午,陽火陽火,壬午,陽水陽火,癸酉,陰水陰金,一白,水,四綠,木,九紫,火
2026-06-29,,丙午,陽火陽火,壬午,陽水陽火,甲戌,陽木陽土,一白,水,四綠,木,八白,土
2026-06-30,,丙午,陽火陽火,壬午,陽水陽火,乙亥,陰木陰水,一白,水,四綠,木,七赤,金
2026-07-01,,丙午,陽火陽火,壬午,陽水陽火,丙子,陽火陽水,一白,水,四綠,木,六白,金
2026-07-02,,丙午,陽火陽火,壬午,陽水陽火,丁丑,陰火陰土,一白,水,四綠,木,五黃,土
2026-07-03,,丙午,陽火陽火,壬午,陽水陽火,戊寅,陽土陽木,一白,水,四綠,木,四綠,木
2026-07-04,,丙午,陽火陽火,壬午,陽水陽火,己卯,陰土陰木,一白,水,四綠,木,三碧,木
2026-07-05,,丙午,陽火陽火,壬午,陽水陽火,庚辰,陽金陽土,一白,水,四綠,木,二黑,土
2026-07-06,,丙午,陽火陽火,壬午,陽水陽火,辛巳,陰金陰火,一白,水,四綠,木,一白,水
2026-07-07,,丙午,陽火陽火,壬午,陽水陽火,壬午,陽水陽火,一白,水,四綠,木,九紫,火
2026-07-08,小暑,丙午,陽火陽火,癸未,陰水陰土,癸未,陰水陰土,一白,水,三碧,木,八白,土
2026-07-09,,丙午,陽火陽火,癸未,陰水陰土,甲申,陽木陽金,一白,水,三碧,木,七赤,金
2026-07-10,,丙午,陽火陽火,癸未,陰水陰土,乙酉,陰木陰金,一白,水,三碧,木,六白,金
2026-07-11,,丙午,陽火陽火,癸未,陰水陰土,丙戌,陽火陽土,一白,水,三碧,木,五黃,土
2026-07-12,,丙午,陽火陽火,癸未,陰水陰土,丁亥,陰火陰水,一白,水,三碧,木,四綠,木
2026-07-13,,丙午,陽火陽火,癸未,陰水陰土,戊子,陽土陽水,一白,水,三碧,木,三碧,木
2026-07-14,,丙午,陽火陽火,癸未,陰水陰土,己丑,陰土陰土,一白,水,三碧,木,二黑,土
2026-07-15,,丙午,陽火陽火,癸未,陰水陰土,庚寅,陽金陽木,一白,水,三碧,木,一白,水
2026-07-16,,丙午,陽火陽火,癸未,陰水陰土,辛卯,陰金陰木,一白,水,三碧,木,九紫,火
2026-07-17,,丙午,陽火陽火,癸未,陰水陰土,壬辰,陽水陽土,一白,水,三碧,木,八白,土
2026-07-18,,丙午,陽火陽火,癸未,陰水陰土,癸巳,陰水陰火,一白,水,三碧,木,七赤,金
2026-07-19,,丙午,陽火陽火,癸未,陰水陰土,甲午,陽木陽火,一白,水,三碧,木,六白,金
2026-07-20,,丙午,陽火陽火,癸未,陰水陰土,乙未,陰木陰土,一白,水,三碧,木,五黃,土
2026-07-21,,丙午,陽火陽火,癸未,陰水陰土,丙申,陽火陽金,一白,水,三碧,木,四綠,木
2026-07-22,,丙午,陽火陽火,癸未,陰水陰土,丁酉,陰火陰金,一白,水,三碧,木,三碧,木
2026-07-23,,丙午,陽火陽火,癸未,陰水陰土,戊戌,陽土陽土,一白,水,三碧,木,二黑,土
2026-07-24,大暑,丙午,陽火陽火,癸未,陰水陰土,己亥,陰土陰水,一白,水,三碧,木,一白,水
2026-07-25,,丙午,陽火陽火,癸未,陰水陰土,庚子,陽金陽水,一白,水,三碧,木,九紫,火
2026-07-26,,丙午,陽火陽火,癸未,陰水陰土,辛丑,陰金陰土,一白,水,三碧,木,八白,土
2026-07-27,,丙午,陽火陽火,癸未,陰水陰土,壬寅,陽水陽木,一白,水,三碧,木,七赤,金
2026-07-28,,丙午,陽火陽火,癸未,陰水陰土,癸卯,陰水陰木,一白,水,三碧,木,六白,金
2026-07-29,,丙午,陽火陽火,癸未,陰水陰土,甲辰,陽木陽土,一白,水,三碧,木,五黃,土
2026-07-30,,丙午,陽火陽火,癸未,陰水陰土,乙巳,陰木陰火,一白,水,三碧,木,四綠,木
2026-07-31,,丙午,陽火陽火,癸未,陰水陰土,丙午,陽火陽火,一白,水,三碧,木,三碧,木
2026-08-01,,丙午,陽火陽火,癸未,陰水陰土,丁未,陰火陰土,一白,水,三碧,木,二黑,土
2026-08-02,,丙午,陽火陽火,癸未,陰水陰土,戊申,陽土陽金,一白,水,三碧,木,一白,水
2026-08-03,,丙午,陽火陽火,癸未,陰水陰土,己酉,陰土陰金,一白,水,三碧,木,九紫,火
2026-08-04,,丙午,陽火陽火,癸未,陰水陰土,庚戌,陽金陽土,一白,水,三碧,木,八白,土
2026-08-05,,丙午,陽火陽火,癸未,陰水陰土,辛亥,陰金陰水,一白,水,三碧,木,七赤,金
2026-08-06,,丙午,陽火陽火,癸未,陰水陰土,壬子,陽水陽水,一白,水,三碧,木,六白,金
2026-08-07,,丙午,陽火陽火,癸未,陰水陰土,癸丑,陰水陰土,一白,水,三碧,木,五黃,土
2026-08-08,立秋,丙午,陽火陽火,甲申,陽木陽金,甲寅,陽木陽木,一白,水,二黑,土,四綠,木
2026-08-09,,丙午,陽火陽火,甲申,陽木陽金,乙卯,陰木陰木,一白,水,二黑,土,三碧,木
2026-08-10,,丙午,陽火陽火,甲申,陽木陽金,丙辰,陽火陽土,一白,水,二黑,土,二黑,土
2026-08-11,,丙午,陽火陽火,甲申,陽木陽金,丁巳,陰火陰火,一白,水,二黑,土,一白,水
2026-08-12,,丙午,陽火陽火,甲申,陽木陽金,戊午,陽土陽火,一白,水,二黑,土,九紫,火
2026-08-13,,丙午,陽火陽火,甲申,陽木陽金,己未,陰土陰土,一白,水,二黑,土,八白,土
2026-08-14,,丙午,陽火陽火,甲申,陽木陽金,庚申,陽金陽金,一白,水,二黑,土,七赤,金
2026-08-15,,丙午,陽火陽火,甲申,陽木陽金,辛酉,陰金陰金,一白,水,二黑,土,六白,金
2026-08-16,,丙午,陽火陽火,甲申,陽木陽金,壬戌,陽水陽土,一白,水,二黑,土,五黃,土
2026-08-17,,丙午,陽火陽火,甲申,陽木陽金,癸亥,陰水陰水,一白,水,二黑,土,四綠,木
2026-08-18,,丙午,陽火陽火,甲申,陽木陽金,甲子,陽木陽水,一白,水,二黑,土,三碧,木
2026-08-19,,丙午,陽火陽火,甲申,陽木陽金,乙丑,陰木陰土,一白,水,二黑,土,二黑,土
2026-08-20,,丙午,陽火陽火,甲申,陽木陽金,丙寅,陽火陽木,一白,水,二黑,土,一白,水
2026-08-21,,丙午,陽火陽火,甲申,陽木陽金,丁卯,陰火陰木,一白,水,二黑,土,九紫,火
2026-08-22,,丙午,陽火陽火,甲申,陽木陽金,戊辰,陽土陽土,一白,水,二黑,土,八白,土
2026-08-23,,丙午,陽火陽火,甲申,陽木陽金,己巳,陰土陰火,一白,水,二黑,土,七赤,金
